Mass	Ion Current
19.9375	1.7753647441054454e-08
19.96875	1.8424943348804845e-08
20.0	1.8908604459966227e-08
20.03125	1.915111091932431e-08
20.0625	1.909424263146775e-08
20.09375	1.872232502364568e-08
20.125	1.8116706357318435e-08
20.15625	1.7447332467668275e-08
20.1875	1.683540240549064e-08
20.21875	1.620784750855364e-08
20.25	1.535238958183527e-08
20.28125	1.4099181377957848e-08
20.3125	1.2365394042035405e-08
20.34375	1.0097262581609812e-08
20.375	7.376021571303681e-09
20.40625	4.605487546882614e-09
20.4375	2.3679347371796666e-09
20.46875	9.84245795976335e-10
20.5	3.344804433424997e-10
20.53125	9.905756076511452e-11
20.5625	2.975035842678331e-11
20.59375	1.1045241110618775e-11
20.625	5.345548656499055e-12
20.65625	3.0659192632592758e-12
20.6875	1.9525299346095926e-12
20.71875	1.3699631706831639e-12
20.75	1.0609642504821881e-12
20.78125	8.901240747087591e-13
20.8125	7.801553999174649e-13
20.84375	6.946303883655081e-13
20.875	6.293462387514659e-13
20.90625	5.912763768184393e-13
20.9375	5.741401278014369e-13
20.96875	5.595745763455062e-13
21.0	5.384369165806202e-13
21.03125	5.173057620287691e-13
21.0625	5.033176024397956e-13
21.09375	4.949264739359527e-13
21.125	4.885365658020835e-13
21.15625	4.829243016764295e-13
21.1875	4.779191365572588e-13
21.21875	4.758214221939339e-13
21.25	4.790098439427792e-13
21.28125	4.826151414269453e-13
21.3125	4.797981131322848e-13
21.34375	4.753335312163154e-13
21.375	4.791442308020588e-13
21.40625	4.884945529678997e-13
21.4375	4.923098604128762e-13
21.46875	4.893281418082152e-13
21.5	4.889738787483555e-13
21.53125	4.9439028175155e-13
21.5625	4.950523498081782e-13
21.59375	4.843948050829716e-13
21.625	4.737451750336241e-13
21.65625	4.750548912579866e-13
21.6875	4.812150027413975e-13
21.71875	4.771667544596625e-13
21.75	4.614714101298933e-13
21.78125	4.4716368195057976e-13
21.8125	4.481142019951978e-13
21.84375	4.66910147697841e-13
21.875	4.909150343179736e-13
21.90625	5.06052827680542e-13
21.9375	5.133436536096381e-13
21.96875	5.196737137835861e-13
22.0	5.231498827890091e-13
22.03125	5.215671644576148e-13
22.0625	5.194509102371403e-13
22.09375	5.157010343932733e-13
22.125	5.022935192777744e-13
22.15625	4.826900055869554e-13
22.1875	4.717719270797005e-13
22.21875	4.720520307109621e-13
22.25	4.706533014882386e-13
22.28125	4.61704188336326e-13
22.3125	4.503718632840187e-13
22.34375	4.377233710044226e-13
22.375	4.2243557827129075e-13
22.40625	4.1373453057644283e-13
22.4375	4.2423795596283065e-13
22.46875	4.5011834971103726e-13
22.5	4.746655542578471e-13
22.53125	4.88734161648019e-13
22.5625	4.92386350876145e-13
22.59375	4.879769006406465e-13
22.625	4.83350447340325e-13
22.65625	4.867924639773147e-13
22.6875	4.91932883317503e-13
22.71875	4.823132453320167e-13
22.75	4.579548003834366e-13
22.78125	4.406938952216527e-13
22.8125	4.442083907738731e-13
22.84375	4.578218771970899e-13
22.875	4.663013139678818e-13
22.90625	4.679770026355667e-13
22.9375	4.675250529599662e-13
22.96875	4.652691534996756e-13
23.0	4.631453640741023e-13
23.03125	4.698584186654808e-13
23.0625	4.900936969622072e-13
23.09375	5.178244443480862e-13
23.125	5.44996990245461e-13
23.15625	5.663621156261345e-13
23.1875	5.773994021622542e-13
23.21875	5.78946558662391e-13
23.25	5.762819149830734e-13
23.28125	5.713652749712861e-13
23.3125	5.707762821410833e-13
23.34375	5.885766591988417e-13
23.375	6.274303993025754e-13
23.40625	6.776583959776372e-13
23.4375	7.405463503702692e-13
23.46875	8.448706144414952e-13
23.5	1.073357331835001e-12
23.53125	1.6177042344578396e-12
23.5625	2.79417439706664e-12
23.59375	4.930672189984442e-12
23.625	8.163039688646734e-12
23.65625	1.2314585115524856e-11
23.6875	1.700560178785615e-11
23.71875	2.1904490374313745e-11
23.75	2.6841608796734917e-11
23.78125	3.1718155879545407e-11
23.8125	3.644450366491192e-11
23.84375	4.0965147940497104e-11
23.875	4.5194143566407163e-11
23.90625	4.893575475395373e-11
23.9375	5.198005567641495e-11
23.96875	5.4246326181006665e-11
24.0	5.5769382167891735e-11
24.03125	5.658302992816999e-11
24.0625	5.6675258236493775e-11
24.09375	5.6041254969940724e-11
24.125	5.47650397253463e-11
24.15625	5.3101537056399195e-11
24.1875	5.138461184328591e-11
24.21875	4.969218439510037e-11
24.25	4.7699622029995226e-11
24.28125	4.4933622794784966e-11
24.3125	4.097852612794384e-11
24.34375	3.5460547692656164e-11
24.375	2.827489978263209e-11
24.40625	2.0135525191644632e-11
24.4375	1.2627504944462409e-11
24.46875	7.290231786305501e-12
24.5	4.71397443649324e-12
